"id","category","de","zh-Hans","en_ref","context","limit","status","note"
"tut.archetypen.title","i18n","Die vier Archetypen","四个流派","The four archetypes","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.aufwerten.0","i18n","Statt neu zu bauen, wertest du ein Gebäude auf. Es wird dann stärker.","不新建的话，你可以升级一座建筑。它会变得更强。","Instead of building anew, you upgrade a building. It then gets stronger.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.aufwerten.1","i18n","Versetzen ist ein eigener Schritt nach dem Bauen. Nutze ihn, wenn eine Struktur knapp danebenliegt.","移动是建造之后单独的一步。当一个结构差一点就成时，就用它。","Moving is its own step after building. Use it when a structure is one cell short.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.aufwerten.title","i18n","Aufwerten und Versetzen","升级与移动","Upgrading and moving","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.bauen.0","i18n","Jedes Gebäude hat eine Form. Du kannst sie drehen, bis sie passt.","每座建筑都有形状。你可以一直转到它合适为止。","Every building has a shape. You can rotate it until it fits.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.bauen.1","i18n","Setze das Gebäude ab und dreh es.","把建筑放下，然后转一转。","Put the building down and rotate it.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.bauen.2","i18n","Gebäude überlappen nie.","建筑从不重叠。","Buildings never overlap.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.bauen.title","i18n","Bauen und Drehen","建造与旋转","Placing and rotating","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.bauphase.0","i18n","In der Bauphase legst du Gebäude auf dein Kartenbrett. Geld gibt es nicht.","在建造阶段，你把建筑放到自己的卡牌棋盘上。这里没有钱这回事。","In the build phase you place buildings on your card board. There is no money.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.bauphase.1","i18n","Ein Gebäude wirkt auf die Karte, die auf seinem Feld liegt.","一座建筑作用于压在它格子上的那张卡牌。","A building affects the card that sits on its cell.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.bauphase.title","i18n","Die Bauphase","建造阶段","The build phase","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.boni.0","i18n","Eine volle Zeile ist eine Struktur. Gleiche Sorten nebeneinander sind ein Distrikt.","一整行就是一个结构。同类相邻就是一个街区。","A full row is a structure. Same kinds side by side are a district.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.boni.1","i18n","Bau eine Zeile voll und sieh, was passiert.","把一行建满，看看会发生什么。","Fill a row and see what happens.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.boni.2","i18n","Beides zahlt nur, wenn du den Stich gewinnst.","两者都只在你赢下这一墩时才结算。","Both pay only if you win the trick.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.boni.title","i18n","Struktur und Distrikt","结构与街区","Structure and district","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.brett.0","i18n","Deine Plätze liegen als Brett vor dir. Belegen darfst du nur eine begrenzte Zahl Felder.","你的位置排成棋盘摆在面前。你只能占用有限数量的格子。","Your places lie in front of you as a board. You may occupy only a limited number of cells.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.brett.1","i18n","Die Knappheit ist der Punkt. Wohin du baust, ist die Entscheidung.","稀缺正是重点。往哪里建，才是决定。","The scarcity is the point. Where you build is the decision.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.brett.title","i18n","Brett und Baufeld","棋盘与建造区","Board and build space","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.sorten.0","i18n","Tragwerke geben Wert, Handelsbauten geben Score, Sakralbauten helfen deinen Formationen.","承重类给数值，商业类给得分，宗教类帮你的阵型。","Frameworks give value, trade halls give score, sacral halls help your formations.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.sorten.1","i18n","Die Sorte steht auf dem Bauplan. Gleiche Sorten nebeneinander zahlen extra.","类别写在蓝图上。同类相邻会额外结算。","The kind is on the blueprint. Same kinds side by side pay extra.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.sorten.title","i18n","Die drei Sorten","三个类别","The three kinds","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.sub","i18n","Bauphase, Gebäude, Struktur- und Distrikt-Boni.","建造阶段、建筑、结构与街区加成。","Build phase, buildings, structure and district bonuses.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.architekt.title","i18n","Der Architekt","建筑师","The Architect","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.formationen.0","i18n","Liegen deine Karten in einem Muster, zählt der Stich mehr. So ein Muster heißt Formation.","你的卡牌排成某种图案时，这一墩算得更多。这样的图案就叫阵型。","When your cards form a pattern, the trick counts for more. That pattern is a formation.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.formationen.1","i18n","Tausche zwei Karten und sieh zu, was erkannt wird.","交换两张卡牌，看看识别出了什么。","Swap two cards and watch what gets detected.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.formationen.2","i18n","Es gibt vier Muster. Jedes zahlt seinen eigenen Faktor.","一共有四种图案。每一种都有自己的系数。","There are four patterns. Each pays its own factor.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.formationen.title","i18n","Was sind Formationen","什么是阵型","What formations are","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.karte.0","i18n","Groß steht der Wert. Klein stehen Kürzel für die Formationen, in denen die Karte liegt.","大字是数值。小字是这张卡牌所处阵型的缩写。","The value is large. The small letters are the formations the card sits in.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.karte.1","i18n","Der Multiplikator daneben gilt nur für diesen einen Platz.","旁边的倍率只对这一个位置有效。","The multiplier beside them counts for this one place only.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.karte.title","i18n","Was auf einer Karte steht","卡牌上写了什么","What a card shows","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.phase.0","i18n","Zwischen zwei Durchläufen stellst du die Reihenfolge um. Dafür hast du {energy} Energie.","两轮之间你可以调整顺序。为此你有{energy}点能量。","Between two cycles you rearrange the order. You have {energy} energy for it.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.phase.1","i18n","Jeder Tausch kostet eine Energie. Ist sie leer, bleibt die Reihenfolge stehen.","每次交换花一点能量。用完了，顺序就定下了。","Every swap costs one energy. Once it is empty, the order stands.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.phase.title","i18n","Die Aufstellungsphase","布阵阶段","The order phase","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.position.0","i18n","Jede Karte hat einen festen Platz. Je {segment} Plätze sind ein Segment.","每张卡牌都有固定的位置。每{segment}个位置是一个区段。","Every card has a fixed place. Every {segment} places are one segment.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.position.1","i18n","Manche Boni zählen nur innerhalb eines Segments.","有些加成只在一个区段之内生效。","Some bonuses count only inside a segment.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.position.title","i18n","Position und Segment","位次与区段","Position and segment","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.stapeln.0","i18n","Eine Karte kann in mehreren Formationen liegen. Dann multiplizieren sich die Faktoren.","一张卡牌可以同时处在多个阵型里。那样系数就会相乘。","One card can sit in several formations. Then the factors multiply.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.stapeln.1","i18n","Suche eine Reihenfolge, in der zwei Muster zugleich passen.","找一个能让两种图案同时成立的顺序。","Find an order where two patterns fit at once.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.stapeln.2","i18n","Der Multiplikator zählt nur, wenn du den Stich gewinnst.","只有赢下这一墩，倍率才算数。","The multiplier only counts if you win the trick.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.stapeln.title","i18n","Formationen übereinander","阵型叠在一起","Formations on top of each other","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.sub","i18n","Kartenreihenfolge, Energie, Formationen, Segmente.","牌序、能量、阵型、区段。","Card order, energy, formations, segments.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.tauschen.0","i18n","Tippe eine Karte an, dann eine zweite. Sie tauschen die Plätze.","点一张卡牌，再点第二张。它们就换位置。","Tap one card, then a second. They swap places.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.tauschen.1","i18n","Probiere es aus. Unten steht, was dabei herauskommt.","试试看。下方会显示结果。","Try it. The line below shows what comes out.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.tauschen.2","i18n","Die neue Reihenfolge gilt für den ganzen nächsten Durchlauf.","新的顺序在整个下一轮都有效。","The new order holds for the whole next cycle.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.tauschen.title","i18n","Karten tauschen","交换卡牌","Swapping cards","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.aufstellung.title","i18n","Aufstellung","布阵","Order phase","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.back","i18n","Zurück","返回","Back","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.baum.0","i18n","Im Upgrade-Baum kaufst du Vorteile, die für jeden künftigen Lauf gelten.","在升级树里你买下的好处，对今后每一局都有效。","In the upgrade tree you buy advantages that hold for every future run.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.baum.1","i18n","Die Werkstatt ändert nur das Aussehen. Auf deinen Score wirkt sie nicht.","工坊只改外观。它不影响你的得分。","The workshop changes only the look. It does not touch your score.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.baum.title","i18n","Upgrade-Baum und Werkstatt","升级树与工坊","Upgrade tree and workshop","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.endscreen.0","i18n","Am Ende siehst du deinen Score und woher er kam.","最后你会看到自己的得分，以及它从哪来。","At the end you see your score and where it came from.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.endscreen.1","i18n","Dein bester Lauf läuft als Geist mit. Er zeigt dir im nächsten Lauf, wo du stehst.","你最好的一局会作为幽灵一起跑。它在下一局里告诉你自己处在什么位置。","Your best run runs along as a ghost. It shows you where you stand next time.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.endscreen.title","i18n","Der Endscreen","结算画面","The end screen","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.punkte.0","i18n","Ein abgeschlossener Lauf zahlt Punkte. Hohe Scores zahlen zusätzlich Meilensteine.","打完一局会给点数。高分还额外给里程碑。","A finished run pays points. High scores pay milestones on top.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.punkte.1","i18n","Es gibt zwei Sorten: eine für den Upgrade-Baum, eine für das Aussehen deines Decks.","点数有两种：一种给升级树，一种给你卡组的外观。","There are two kinds: one for the upgrade tree, one for how your deck looks.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.punkte.title","i18n","Meilensteine und Punkte","里程碑与点数","Milestones and points","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.rangliste.0","i18n","Einmal die Woche gibt es einen Lauf für alle mit denselben Karten.","每周有一次所有人用同样卡牌的对局。","Once a week there is one run for everyone, with the same cards.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.rangliste.1","i18n","Dort gelten Sonderregeln, die jede Woche wechseln. Lies sie vor dem Start.","那里有每周更换的特殊规则。开始前先读一读。","Special rules apply there and change every week. Read them before you start.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.rangliste.title","i18n","Ranglisten-Lauf","排位对局","Ranked run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.sub","i18n","Endscreen, Punkte, Upgrade-Baum, Ranglisten-Lauf.","结算画面、点数、升级树、排位对局。","End screen, points, upgrade tree, ranked run.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.danach.title","i18n","Nach dem Lauf","对局之后","After the run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.eyebrow","i18n","Tutorial","教程","Tutorial","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.f.build","i18n","Gebäude","建筑","Building","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.f.crit","i18n","Crit","暴击","Crit","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.f.form","i18n","Formation","阵型","Formation","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.f.streak","i18n","Serie","连胜","Streak","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.anzeigen.0","i18n","Oben stehen Score, Serie und Durchlauf. An der Seite steht, woher dein Score kommt.","上方是得分、连胜和轮次。侧边显示你的得分从哪来。","Score, streak and cycle are at the top. The side shows where your score comes from.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.anzeigen.1","i18n","Die farbigen Leisten erscheinen erst, wenn du einen Archetyp spielst.","彩色的条要等你玩某个流派时才会出现。","The coloured bars appear only once you play an archetype.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.anzeigen.title","i18n","Die Anzeigen im Lauf","对局里的各种显示","The readouts during a run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.crit.0","i18n","Ein Crit ist ein Sieg, der doppelt und mehr zählt. Er passiert zufällig.","暴击就是算成双倍甚至更多的一次获胜。它随机发生。","A crit is a win that counts double and more. It happens by chance.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.crit.1","i18n","Am Anfang hast du keine Crit-Chance. Sie kommt aus Perks und Skills.","一开始你没有暴击率。它来自天赋和技能。","At the start you have no crit chance. It comes from perks and skills.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.crit.title","i18n","Der Crit","暴击","The crit","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.durchlauf.0","i18n","{cards} Stiche sind ein Durchlauf. {cycles} Durchläufe sind ein Lauf.","{cards}墩是一轮。{cycles}轮是一局。","{cards} tricks are one cycle. {cycles} cycles are one run.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.durchlauf.1","i18n","Zwischen zwei Durchläufen darfst du etwas ändern. Im Durchlauf selbst nicht.","两轮之间你可以做改动。轮内不行。","Between two cycles you may change something. During a cycle you may not.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.durchlauf.title","i18n","Durchlauf und Lauf","轮与局","Cycle and run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.score.0","i18n","Ein Sieg zahlt Grundpunkte. Serie, Crit, Formationen und Gebäude vervielfachen sie.","一次获胜给出基础分。连胜、暴击、阵型和建筑把它成倍放大。","A win pays base points. Streak, crit, formations and buildings multiply them.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.score.1","i18n","Schalte die Faktoren an und aus.","把各个系数开开关关试试。","Switch the factors on and off.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.score.2","i18n","Alles multipliziert sich. Zwei kleine Faktoren schlagen oft einen großen.","所有东西都是相乘的。两个小系数常常胜过一个大的。","Everything multiplies. Two small factors often beat one big one.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.score.title","i18n","Woraus dein Score entsteht","你的得分怎么来","Where your score comes from","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.serie.0","i18n","Jeder Sieg in Folge ist ein Serienpunkt. Je länger die Serie, desto mehr zählt jeder Stich.","每连续赢一次就是一个连胜点。连胜越长，每一墩算得越多。","Every win in a row is a streak point. The longer the streak, the more each trick counts.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.serie.1","i18n","Zieh am Regler und sieh, was die Serie macht.","拖动滑块，看看连胜起什么作用。","Drag the slider and watch what the streak does.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.serie.2","i18n","Eine Niederlage setzt die Serie auf null.","一次失败会把连胜清零。","One loss sets the streak back to zero.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.serie.title","i18n","Die Serie","连胜","The streak","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.stich.0","i18n","Zwei Karten treffen aufeinander. Die mit dem höheren Kampfwert gewinnt.","两张卡牌碰面。战斗数值更高的那张赢。","Two cards meet. The higher combat value wins.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.stich.1","i18n","Sind beide gleich, gewinnt keiner. Der Stich zählt dann nicht.","两边相同就没人赢，这一墩不算。","If both are equal, nobody wins. The trick does not count.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.stich.title","i18n","Der Stich","一墩","The trick","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.sub","i18n","Was Autostich ist, wie ein Stich läuft, wovon dein Score kommt.","自动墩是什么，一墩怎么打，你的得分从哪来。","What Autotrick is, how a trick plays, where your score comes from.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.title","i18n","Grundlagen","基础","Basics","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.wasist.0","i18n","Dein Deck spielt allein gegen ein zweites. Du baust es vorher. Im Stich greifst du nicht mehr ein.","你的卡组独自对上另一副。你事先把它搭好。开打之后你不再插手。","Your deck plays on its own against a second one. You build it beforehand. During a trick you no longer step in.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.wasist.1","i18n","Deine Karten in der Reihenfolge, in der sie kommen.","你的卡牌，按照它们出场的顺序。","Your cards, in the order they come.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.wasist.2","i18n","Du kannst nicht verlieren. Du kannst nur mehr oder weniger Score machen.","你不会输。你只会拿到更多或更少的得分。","You cannot lose. You can only score more or less.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.wasist.title","i18n","Was ist Autostich","什么是自动墩","What Autotrick is","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.werte.0","i18n","Der Kartenwert steht auf der Karte und bleibt. Ein Stichwert kommt nur für diesen einen Stich dazu.","卡牌数值印在卡牌上，一直有效。墩值只在这一墩里额外加上。","The card value is printed on the card and stays. A trick value is added for this one trick only.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.werte.1","i18n","Beides zusammen ist der Kampfwert. Nur der entscheidet.","两者相加就是战斗数值。只有它决定胜负。","Together they are the combat value. Only that decides.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.grundlagen.werte.title","i18n","Kartenwert und Stichwert","卡牌数值与墩值","Card value and trick value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.next","i18n","Weiter","继续","Next","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.openGlossary","i18n","Glossar öffnen","打开术语表","Open the glossary","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.probe.board.none","i18n","kein Boost","没有加成","no boost","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.probe.board.readout","i18n","Gebäude-Boost","建筑加成","Building boost","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.probe.board.title","i18n","Probierfeld · Brettausschnitt","试验区 · 棋盘一角","Try it · part of the board","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.probe.formation.none","i18n","keine Formation","没有阵型","no formation","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.probe.formation.readout","i18n","Erkannt","已识别","Detected","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.probe.formation.title","i18n","Probierfeld · ein Segment","试验区 · 一个区段","Try it · one segment","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.probe.score.readout","i18n","Ein Sieg zahlt","一次获胜给出","A win pays","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.probe.score.title","i18n","Probierfeld · die Faktoren","试验区 · 各个系数","Try it · the factors","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.probe.streak.readout","i18n","Serie","连胜","Streak","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.probe.streak.title","i18n","Probierfeld · Serie","试验区 · 连胜","Try it · the streak","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.progress","i18n","{n} / {total}","{n}/{total}","{n} / {total}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.resume","i18n","Weitermachen","继续","Continue","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.seen","i18n","gelesen","已读","read","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.sub","i18n","Einzelne Themen, jedes in einer Minute.","一个个主题，每个一分钟。","One topic at a time, a minute each.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.tip","i18n","Tipp","提示","Tip","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.title","i18n","Lerne Autostich","学习自动墩","Learn Autotrick","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.legendaer.0","i18n","In Durchlauf {cycle} kommt ein legendärer Skill. Er bekommt einen eigenen Platz.","第{cycle}轮会出现一个传说技能。它有自己单独的位置。","In cycle {cycle} a legendary skill arrives. It gets a slot of its own.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.legendaer.1","i18n","Getauscht wird er nicht. Die Wahl gilt bis zum Ende des Laufs.","它不会被替换。这个选择一直有效到本局结束。","It is never swapped. The choice holds until the end of the run.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.legendaer.title","i18n","Legendäre Skills","传说技能","Legendary skills","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.motor.0","i18n","Ein Konsument verbraucht deine Ressource für einen starken Effekt. Ein Verstärker tut ohne seinen Basis-Skill nichts.","消耗者会花掉你的资源换一个强力效果。增幅器没有它的基础技能就什么也不做。","A consumer spends your resource for a strong effect. An enabler does nothing without its base skill.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.motor.1","i18n","Je mehr Skills eines Archetyps du hältst, desto stärker zahlen seine Effekte.","同一个流派的技能持有得越多，它的效果给得越多。","The more skills of one archetype you hold, the more its effects pay.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.motor.title","i18n","Konsument und Verstärker","消耗者与增幅器","Consumer and enabler","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.neuwurf.0","i18n","Gefällt dir kein Angebot, würfelst du es neu.","如果给的都不合意，就重抽一次。","If no offer suits you, roll it again.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.neuwurf.1","i18n","Perks, Gebäude und Skills haben getrennte Vorräte. Nachschub gibt es nicht.","天赋、建筑和技能各有各的次数。用完不再补。","Perks, buildings and skills have separate supplies. There is no refill.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.neuwurf.title","i18n","Neuwurf","重抽","Reroll","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.perks.0","i18n","Immer wieder wählst du einen Perk aus {offered}. Ablehnen ist erlaubt.","你会一次次从{offered}个里选一个天赋。也可以拒绝。","Again and again you pick one perk out of {offered}. Declining is allowed.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.perks.1","i18n","Manche Perks fragen dich danach nach Karten oder einer Farbe. Das gehört dazu.","有些天赋之后会让你指定卡牌或花色。这是正常的。","Some perks then ask you for cards or a colour. That belongs to them.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.perks.title","i18n","Perks","天赋","Perks","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.raritaet.0","i18n","Perks gibt es in Stufen. Seltenere sind stärker und kommen seltener.","天赋分等级。越少见的越强，也越少出现。","Perks come in tiers. Rarer ones are stronger and show up less often.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.raritaet.1","i18n","Ein legendärer Perk ist selten und stark. Nimm ihn, wenn er zu deinem Bau passt.","传说天赋既少见又强。如果它配得上你的构筑，就拿。","A legendary perk is rare and strong. Take it when it fits what you are building.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.raritaet.title","i18n","Rarität","稀有度","Rarity","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.skills.0","i18n","In Skill-Runden wählst du aus {offered} Skills. Halten kannst du höchstens {slots}.","在技能回合里你从{offered}个技能中选择。最多能持有{slots}个。","In skill rounds you pick from {offered} skills. You can hold at most {slots}.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.skills.1","i18n","Der erste Skill einer Farbe schaltet ihren Archetyp frei.","某个颜色的第一个技能会解锁它的流派。","The first skill of a colour unlocks its archetype.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.skills.title","i18n","Skills","技能","Skills","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.sub","i18n","Angebote, Slots, Archetypen, Legendäre.","提供、槽位、流派、传说。","Offers, slots, archetypes, legendaries.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"tut.wahl.title","i18n","Perks und Skills","天赋与技能","Perks and skills","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"unlock.allArchetypesRun","i18n","Schließe einen Lauf mit allen vier Elementen ab","在一局里用上全部四个元素并完成它","Finish a run using all four elements","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"unlock.allMonoArchetypes","i18n","Schalte alle vier Element-Decks frei (je {n} Mono-Läufe)","解锁全部四个元素卡组（每个各{n}局纯流派对局）","Unlock all four element decks ({n} mono runs each)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"unlock.buy","i18n","In der Deck-Werkstatt mit Deckpunkten (DP) kaufen","在卡组工坊里用卡组点（DP）购买","Buy it in the deck workshop with Deck Points (DP)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"unlock.championWeek","i18n","Beende eine Wochen-Rangliste auf Platz 1 (Challenger-Archiv)","在周排位榜上拿到第1名（挑战者档案）","Finish a weekly ranking in first place (Challenger archive)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
